FID,FID_sweep_,ID,GRIDCODE,FID_Sweep1,FID_Swee_1,distance,FID_Swee_2,Identifier,Identifi_1,Identifi_2,Latitude,Longitude,BUFF_DIST,ORIG_FID,ToBufDist,FromBufDst,F_AREA
5687,4039,4040,37,151,3,-2000.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,2000.000000000000000,1500.000000000000000,2476.793299810000008
5688,4040,4041,23,120,2,-2500.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,1500.000000000000000,1000.000000000000000,74.216765950099997
5689,4040,4041,23,151,3,-2000.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,2000.000000000000000,1500.000000000000000,838.173088631000041
5690,4041,4042,176,120,2,-2500.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,1500.000000000000000,1000.000000000000000,912.394368972000052
5691,4042,4043,24,120,2,-2500.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,1500.000000000000000,1000.000000000000000,876.734280196999975
5692,4042,4043,24,151,3,-2000.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,2000.000000000000000,1500.000000000000000,35.660588966200002
5693,4043,4044,53,213,5,-1000.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,3000.000000000000000,2500.000000000000000,787.109801057000027
5694,4043,4044,53,244,6,-500.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,3500.000000000000000,3000.000000000000000,125.286583809999996
5695,4044,4045,61,120,2,-2500.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,1500.000000000000000,1000.000000000000000,1824.799454460000106
5696,4045,4046,24,182,4,-1500.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,2500.000000000000000,2000.000000000000000,912.401265487000046
5697,4046,4047,24,151,3,-2000.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,2000.000000000000000,1500.000000000000000,1824.807619270000032
5698,4047,4048,37,89,1,-3000.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,1000.000000000000000,500.000000000000000,570.550397111000052
5699,4047,4048,37,120,2,-2500.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,1500.000000000000000,1000.000000000000000,4903.843197330000294
5700,4048,4049,59,213,5,-1000.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,3000.000000000000000,2500.000000000000000,2221.743568179999784
5701,4048,4049,59,244,6,-500.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,3500.000000000000000,3000.000000000000000,515.467353111999955
5702,4049,4050,42,151,3,-2000.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,2000.000000000000000,1500.000000000000000,912.409163722000017
5703,4050,4051,24,120,2,-2500.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,1500.000000000000000,1000.000000000000000,2667.015999480000119
5704,4050,4051,24,151,3,-2000.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,2000.000000000000000,1500.000000000000000,70.201172672499993
5705,4051,4052,31,182,4,-1500.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,2500.000000000000000,2000.000000000000000,912.412106905999963
5706,4052,4053,53,182,4,-1500.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,2500.000000000000000,2000.000000000000000,894.385318329000029
5707,4052,4053,53,213,5,-1000.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,3000.000000000000000,2500.000000000000000,18.026777137000000
5708,4053,4054,53,213,5,-1000.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,3000.000000000000000,2500.000000000000000,912.412503604999984
5709,4054,4055,23,89,1,-3000.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,1000.000000000000000,500.000000000000000,911.323192709999944
5710,4054,4055,23,120,2,-2500.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,1500.000000000000000,1000.000000000000000,1.091966671840000
5711,4055,4056,121,89,1,-3000.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,1000.000000000000000,500.000000000000000,3525.581747319999977
5712,4055,4056,121,120,2,-2500.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,1500.000000000000000,1000.000000000000000,1948.863079680000055
5713,4056,4057,176,120,2,-2500.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,1500.000000000000000,1000.000000000000000,912.416375457999948
5714,4057,4058,37,120,2,-2500.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,1500.000000000000000,1000.000000000000000,1824.831646860000092
5715,4058,4059,24,182,4,-1500.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,2500.000000000000000,2000.000000000000000,912.417494562000002
5716,4059,4060,53,182,4,-1500.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,2500.000000000000000,2000.000000000000000,525.657711123000013
5717,4059,4060,53,213,5,-1000.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,3000.000000000000000,2500.000000000000000,386.759813969999982
5718,4060,4061,61,213,5,-1000.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,3000.000000000000000,2500.000000000000000,912.417626831999996
5719,4061,4062,53,213,5,-1000.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,3000.000000000000000,2500.000000000000000,912.417692914999975
5720,4062,4063,37,213,5,-1000.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,3000.000000000000000,2500.000000000000000,912.417759090999994
5721,4063,4064,36,27,-1,0.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,4000.000000000000000,3500.000000000000000,1824.836073250000027
5722,4064,4065,36,27,-1,0.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,4000.000000000000000,3500.000000000000000,1824.831071690000044
5723,4065,4066,37,27,-1,0.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,4000.000000000000000,3500.000000000000000,874.559313388999954
5724,4065,4066,37,244,6,-500.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,3500.000000000000000,3000.000000000000000,37.859029197100000
5725,4066,4067,61,27,-1,0.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,4000.000000000000000,3500.000000000000000,17.337351248099999
5726,4066,4067,61,244,6,-500.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,3500.000000000000000,3000.000000000000000,895.080914160000020
5727,4067,4068,31,244,6,-500.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,3500.000000000000000,3000.000000000000000,1824.836841959999902
5728,4068,4069,53,213,5,-1000.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,3000.000000000000000,2500.000000000000000,1718.139387539999916
5729,4068,4069,53,244,6,-500.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,3500.000000000000000,3000.000000000000000,106.698775863999998
5730,4069,4070,24,120,2,-2500.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,1500.000000000000000,1000.000000000000000,51.003425274000001
5731,4069,4070,24,151,3,-2000.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,2000.000000000000000,1500.000000000000000,2686.250066929999775
5732,4070,4071,37,89,1,-3000.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,1000.000000000000000,500.000000000000000,3649.673002059999817
5733,4071,4072,37,89,1,-3000.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,1000.000000000000000,500.000000000000000,467.284523775000025
5734,4071,4072,37,120,2,-2500.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,1500.000000000000000,1000.000000000000000,10481.637799800000721
5735,4072,4073,23,120,2,-2500.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,1500.000000000000000,1000.000000000000000,912.421893952999994
5736,4073,4074,53,151,3,-2000.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,2000.000000000000000,1500.000000000000000,109.009191114999993
5737,4073,4074,53,182,4,-1500.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,2500.000000000000000,2000.000000000000000,15401.965760600000067
5738,4074,4075,36,182,4,-1500.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,2500.000000000000000,2000.000000000000000,850.977042612999981
5739,4074,4075,36,213,5,-1000.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,3000.000000000000000,2500.000000000000000,61.445732700800001
5740,4075,4076,37,27,-1,0.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,4000.000000000000000,3500.000000000000000,6386.928339729999607
5741,4076,4077,152,27,-1,0.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,4000.000000000000000,3500.000000000000000,679.061378120999962
5742,4076,4077,152,244,6,-500.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,3500.000000000000000,3000.000000000000000,1145.785923599999933
5743,4077,4078,176,244,6,-500.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,3500.000000000000000,3000.000000000000000,1824.847484520000080
5744,4078,4079,61,213,5,-1000.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,3000.000000000000000,2500.000000000000000,1031.853185129999929
5745,4078,4079,61,244,6,-500.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,3500.000000000000000,3000.000000000000000,6267.510179449999669
5746,4079,4080,21,151,3,-2000.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,2000.000000000000000,1500.000000000000000,912.424998681000034
5747,4080,4081,152,89,1,-3000.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,1000.000000000000000,500.000000000000000,2737.270829779999985
5748,4081,4082,37,120,2,-2500.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,1500.000000000000000,1000.000000000000000,912.427149668999959
5749,4082,4083,24,120,2,-2500.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,1500.000000000000000,1000.000000000000000,1824.854496209999979
5750,4083,4084,176,182,4,-1500.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,2500.000000000000000,2000.000000000000000,1824.856341220000104
5751,4084,4085,24,182,4,-1500.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,2500.000000000000000,2000.000000000000000,283.404642113000023
5752,4084,4085,24,213,5,-1000.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,3000.000000000000000,2500.000000000000000,1541.446695059999911
5753,4085,4086,37,213,5,-1000.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,3000.000000000000000,2500.000000000000000,912.428468304000035
5754,4086,4087,176,27,-1,0.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,4000.000000000000000,3500.000000000000000,449.930494914000008
5755,4087,4088,23,244,6,-500.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,3500.000000000000000,3000.000000000000000,912.428967872000044
5756,4088,4089,37,244,6,-500.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,3500.000000000000000,3000.000000000000000,1824.858384829999977
5757,4089,4090,23,89,1,-3000.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,1000.000000000000000,500.000000000000000,912.431164164000052
5758,4090,4091,61,89,1,-3000.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,1000.000000000000000,500.000000000000000,912.431229177999967
5759,4091,4092,23,58,0,-3500.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,500.000000000000000,0.000000000000000,9.155875508839999
5760,4091,4092,23,89,1,-3000.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,1000.000000000000000,500.000000000000000,2728.127355229999921
5761,4092,4093,176,58,0,-3500.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,500.000000000000000,0.000000000000000,1327.019494870000017
5762,4092,4093,176,89,1,-3000.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,1000.000000000000000,500.000000000000000,4147.524522730000172
5763,4093,4094,121,58,0,-3500.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,500.000000000000000,0.000000000000000,912.431685652000056
5764,4094,4095,37,89,1,-3000.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,1000.000000000000000,500.000000000000000,912.432274598000049
5765,4095,4096,36,120,2,-2500.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,1500.000000000000000,1000.000000000000000,912.432602771000006
5766,4096,4097,24,182,4,-1500.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,2500.000000000000000,2000.000000000000000,912.433393387000024
5767,4097,4098,36,182,4,-1500.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,2500.000000000000000,2000.000000000000000,912.433459369000047
5768,4098,4099,37,182,4,-1500.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,2500.000000000000000,2000.000000000000000,912.433525469999950
5769,4099,4100,176,182,4,-1500.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,2500.000000000000000,2000.000000000000000,478.178083816000026
5770,4099,4100,176,213,5,-1000.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,3000.000000000000000,2500.000000000000000,4083.968945239999812
5771,4100,4101,53,213,5,-1000.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,3000.000000000000000,2500.000000000000000,912.433856447000039
5772,4101,4102,24,213,5,-1000.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,3000.000000000000000,2500.000000000000000,912.433922641999970
5773,4102,4103,24,244,6,-500.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,3500.000000000000000,3000.000000000000000,912.434188038999991
5774,4103,4104,24,27,-1,0.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,4000.000000000000000,3500.000000000000000,912.434586902999968
5775,4104,4105,36,27,-1,0.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,4000.000000000000000,3500.000000000000000,62430.632363500000793
5776,4104,4105,36,213,5,-1000.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,3000.000000000000000,2500.000000000000000,10587.834013800000321
5777,4104,4105,36,244,6,-500.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,3500.000000000000000,3000.000000000000000,55712.471913699999277
5778,4105,4106,176,89,1,-3000.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,1000.000000000000000,500.000000000000000,1824.871735469999976
5779,4106,4107,61,58,0,-3500.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,500.000000000000000,0.000000000000000,912.437137538999991
5780,4107,4108,36,89,1,-3000.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,1000.000000000000000,500.000000000000000,912.437661746000003
5781,4108,4109,37,120,2,-2500.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,1500.000000000000000,1000.000000000000000,912.437924278999958
5782,4109,4110,61,120,2,-2500.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,1500.000000000000000,1000.000000000000000,1824.870624679999992
5783,4110,4111,42,182,4,-1500.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,2500.000000000000000,2000.000000000000000,912.438714901000026
5784,4111,4112,37,182,4,-1500.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,2500.000000000000000,2000.000000000000000,912.438780897000015
5785,4112,4113,24,182,4,-1500.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,2500.000000000000000,2000.000000000000000,1548.772459549999894
5786,4112,4113,24,213,5,-1000.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,3000.000000000000000,2500.000000000000000,276.105270884999982
5787,4113,4114,53,213,5,-1000.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,3000.000000000000000,2500.000000000000000,912.438979282999981
5788,4114,4115,36,58,0,-3500.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,500.000000000000000,0.000000000000000,910.803619544999947
5789,4114,4115,36,89,1,-3000.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,1000.000000000000000,500.000000000000000,1.638288216920000
5790,4115,4116,24,58,0,-3500.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,500.000000000000000,0.000000000000000,3279.804271299999982
5791,4115,4116,24,89,1,-3000.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,1000.000000000000000,500.000000000000000,369.949021474000006
5792,4116,4117,23,58,0,-3500.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,500.000000000000000,0.000000000000000,912.442067694999992
5793,4117,4118,24,58,0,-3500.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,500.000000000000000,0.000000000000000,2737.321959330000027
5794,4118,4119,37,58,0,-3500.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,500.000000000000000,0.000000000000000,3150.809027729999798
5795,4118,4119,37,89,1,-3000.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,1000.000000000000000,500.000000000000000,498.955542752999975
5796,4119,4120,37,89,1,-3000.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,1000.000000000000000,500.000000000000000,2373.186491869999827
5797,4119,4120,37,120,2,-2500.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,1500.000000000000000,1000.000000000000000,364.141703854000014
5798,4120,4121,24,213,5,-1000.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,3000.000000000000000,2500.000000000000000,912.444300803000033
5799,4121,4122,37,58,0,-3500.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,500.000000000000000,0.000000000000000,912.447323903999973
5800,4122,4123,121,58,0,-3500.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,500.000000000000000,0.000000000000000,912.447715506999998
5801,4123,4124,36,89,1,-3000.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,1000.000000000000000,500.000000000000000,2737.337997590000214
5802,4124,4125,21,120,2,-2500.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,1500.000000000000000,1000.000000000000000,15980.923736000000645
5803,4124,4125,21,151,3,-2000.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,2000.000000000000000,1500.000000000000000,78488.239841000002343
5804,4124,4125,21,182,4,-1500.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,2500.000000000000000,2000.000000000000000,47886.901331499997468
5805,4124,4125,21,213,5,-1000.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,3000.000000000000000,2500.000000000000000,42136.328988699999172
5806,4124,4125,21,244,6,-500.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,3500.000000000000000,3000.000000000000000,5287.089882549999857
5807,4125,4126,24,120,2,-2500.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,1500.000000000000000,1000.000000000000000,1892.084511139999904
5808,4125,4126,24,151,3,-2000.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,2000.000000000000000,1500.000000000000000,3582.578113210000083
5809,4126,4127,37,120,2,-2500.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,1500.000000000000000,1000.000000000000000,366.199115855000002
5810,4126,4127,37,151,3,-2000.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,2000.000000000000000,1500.000000000000000,546.252605205999998
5811,4127,4128,176,58,0,-3500.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,500.000000000000000,0.000000000000000,1824.550340799999958
5812,4127,4128,176,89,1,-3000.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,1000.000000000000000,500.000000000000000,0.349541316330000
5813,4128,4129,24,58,0,-3500.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,500.000000000000000,0.000000000000000,1824.904054939999924
5814,4129,4130,121,58,0,-3500.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,500.000000000000000,0.000000000000000,912.453167861999987
5815,4130,4131,42,120,2,-2500.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,1500.000000000000000,1000.000000000000000,912.453954479999993
5816,4131,4132,21,151,3,-2000.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,2000.000000000000000,1500.000000000000000,912.456927598999982
5817,4132,4133,24,58,0,-3500.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,500.000000000000000,0.000000000000000,912.458489269999973
5818,4133,4134,24,120,2,-2500.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,1500.000000000000000,1000.000000000000000,912.459210121999945
5819,4134,4135,53,151,3,-2000.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,2000.000000000000000,1500.000000000000000,1824.919272520000050
5820,4135,4136,36,89,1,-3000.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,1000.000000000000000,500.000000000000000,1824.926250440000103
5821,4136,4137,23,58,0,-3500.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,500.000000000000000,0.000000000000000,16.054153404099999
5822,4136,4137,23,89,1,-3000.000000000000000,29,2014_60,60.000000000000000,20.233333333299999,46.084223000000001,-116.253293999999997,4000.000000000000000,29,1000.000000000000000,500.000000000000000,896.408969825999975
