FID,FID_sweep_,ID,GRIDCODE,FID_Sweep1,FID_Swee_1,distance,FID_Swee_2,Identifier,Identifi_1,Identifi_2,Latitude,Longitude,BUFF_DIST,ORIG_FID,ToBufDist,FromBufDst,F_AREA
2006,1372,1373,61,155,4,-1500.000000000000000,0,2014_1,1.000000000000000,20.233333333299999,46.794133330000001,-117.444416700000005,4000.000000000000000,0,2500.000000000000000,2000.000000000000000,32552.009543299998768
2007,1372,1373,61,186,5,-1000.000000000000000,0,2014_1,1.000000000000000,20.233333333299999,46.794133330000001,-117.444416700000005,4000.000000000000000,0,3000.000000000000000,2500.000000000000000,26503.030176799999026
2008,1372,1373,61,217,6,-500.000000000000000,0,2014_1,1.000000000000000,20.233333333299999,46.794133330000001,-117.444416700000005,4000.000000000000000,0,3500.000000000000000,3000.000000000000000,29494.251022699998430
2009,1373,1374,24,124,3,-2000.000000000000000,0,2014_1,1.000000000000000,20.233333333299999,46.794133330000001,-117.444416700000005,4000.000000000000000,0,2000.000000000000000,1500.000000000000000,900.819908449999957
2010,1374,1375,24,124,3,-2000.000000000000000,0,2014_1,1.000000000000000,20.233333333299999,46.794133330000001,-117.444416700000005,4000.000000000000000,0,2000.000000000000000,1500.000000000000000,20.290009951100000
2011,1374,1375,24,155,4,-1500.000000000000000,0,2014_1,1.000000000000000,20.233333333299999,46.794133330000001,-117.444416700000005,4000.000000000000000,0,2500.000000000000000,2000.000000000000000,880.529532643000039
2012,1375,1376,61,155,4,-1500.000000000000000,0,2014_1,1.000000000000000,20.233333333299999,46.794133330000001,-117.444416700000005,4000.000000000000000,0,2500.000000000000000,2000.000000000000000,900.819648551000000
2013,1376,1377,176,155,4,-1500.000000000000000,0,2014_1,1.000000000000000,20.233333333299999,46.794133330000001,-117.444416700000005,4000.000000000000000,0,2500.000000000000000,2000.000000000000000,900.819537583000056
2014,1377,1378,121,155,4,-1500.000000000000000,0,2014_1,1.000000000000000,20.233333333299999,46.794133330000001,-117.444416700000005,4000.000000000000000,0,2500.000000000000000,2000.000000000000000,900.819500722000043
2015,1378,1379,152,155,4,-1500.000000000000000,0,2014_1,1.000000000000000,20.233333333299999,46.794133330000001,-117.444416700000005,4000.000000000000000,0,2500.000000000000000,2000.000000000000000,900.819463738999957
2016,1379,1380,176,155,4,-1500.000000000000000,0,2014_1,1.000000000000000,20.233333333299999,46.794133330000001,-117.444416700000005,4000.000000000000000,0,2500.000000000000000,2000.000000000000000,63.351456029799998
2017,1379,1380,176,186,5,-1000.000000000000000,0,2014_1,1.000000000000000,20.233333333299999,46.794133330000001,-117.444416700000005,4000.000000000000000,0,3000.000000000000000,2500.000000000000000,837.467702838000037
2018,1380,1381,23,190,5,-1000.000000000000000,4,2014_9,9.000000000000000,20.233333333299999,46.782366670000002,-117.082516699999999,4000.000000000000000,4,3000.000000000000000,2500.000000000000000,900.795576397999980
2019,1381,1382,23,159,4,-1500.000000000000000,4,2014_9,9.000000000000000,20.233333333299999,46.782366670000002,-117.082516699999999,4000.000000000000000,4,2500.000000000000000,2000.000000000000000,603.404232071000024
2020,1381,1382,23,190,5,-1000.000000000000000,4,2014_9,9.000000000000000,20.233333333299999,46.782366670000002,-117.082516699999999,4000.000000000000000,4,3000.000000000000000,2500.000000000000000,297.391294828000014
2021,1382,1383,121,159,4,-1500.000000000000000,4,2014_9,9.000000000000000,20.233333333299999,46.782366670000002,-117.082516699999999,4000.000000000000000,4,2500.000000000000000,2000.000000000000000,801.427075914000056
2022,1382,1383,121,190,5,-1000.000000000000000,4,2014_9,9.000000000000000,20.233333333299999,46.782366670000002,-117.082516699999999,4000.000000000000000,4,3000.000000000000000,2500.000000000000000,1000.163888160000056
2023,1383,1384,23,190,5,-1000.000000000000000,4,2014_9,9.000000000000000,20.233333333299999,46.782366670000002,-117.082516699999999,4000.000000000000000,4,3000.000000000000000,2500.000000000000000,900.795425151000018
2024,1384,1385,24,190,5,-1000.000000000000000,4,2014_9,9.000000000000000,20.233333333299999,46.782366670000002,-117.082516699999999,4000.000000000000000,4,3000.000000000000000,2500.000000000000000,2234.810311499999898
2025,1384,1385,24,221,6,-500.000000000000000,4,2014_9,9.000000000000000,20.233333333299999,46.782366670000002,-117.082516699999999,4000.000000000000000,4,3500.000000000000000,3000.000000000000000,467.565594004999980
2026,1385,1386,24,124,3,-2000.000000000000000,0,2014_1,1.000000000000000,20.233333333299999,46.794133330000001,-117.444416700000005,4000.000000000000000,0,2000.000000000000000,1500.000000000000000,611.563310853999951
2027,1385,1386,24,155,4,-1500.000000000000000,0,2014_1,1.000000000000000,20.233333333299999,46.794133330000001,-117.444416700000005,4000.000000000000000,0,2500.000000000000000,2000.000000000000000,289.262020290999999
2028,1386,1387,152,124,3,-2000.000000000000000,0,2014_1,1.000000000000000,20.233333333299999,46.794133330000001,-117.444416700000005,4000.000000000000000,0,2000.000000000000000,1500.000000000000000,481.111371346999988
2029,1386,1387,152,155,4,-1500.000000000000000,0,2014_1,1.000000000000000,20.233333333299999,46.794133330000001,-117.444416700000005,4000.000000000000000,0,2500.000000000000000,2000.000000000000000,419.713922895999985
2030,1387,1388,61,124,3,-2000.000000000000000,0,2014_1,1.000000000000000,20.233333333299999,46.794133330000001,-117.444416700000005,4000.000000000000000,0,2000.000000000000000,1500.000000000000000,436.916220264999993
2031,1387,1388,61,155,4,-1500.000000000000000,0,2014_1,1.000000000000000,20.233333333299999,46.794133330000001,-117.444416700000005,4000.000000000000000,0,2500.000000000000000,2000.000000000000000,1364.734259150000071
2032,1388,1389,152,124,3,-2000.000000000000000,0,2014_1,1.000000000000000,20.233333333299999,46.794133330000001,-117.444416700000005,4000.000000000000000,0,2000.000000000000000,1500.000000000000000,0.473019729067000
2033,1388,1389,152,155,4,-1500.000000000000000,0,2014_1,1.000000000000000,20.233333333299999,46.794133330000001,-117.444416700000005,4000.000000000000000,0,2500.000000000000000,2000.000000000000000,900.352125097999988
2034,1389,1390,176,124,3,-2000.000000000000000,0,2014_1,1.000000000000000,20.233333333299999,46.794133330000001,-117.444416700000005,4000.000000000000000,0,2000.000000000000000,1500.000000000000000,4051.348547139999937
2035,1389,1390,176,155,4,-1500.000000000000000,0,2014_1,1.000000000000000,20.233333333299999,46.794133330000001,-117.444416700000005,4000.000000000000000,0,2500.000000000000000,2000.000000000000000,4956.857731099999910
2036,1390,1391,152,155,4,-1500.000000000000000,0,2014_1,1.000000000000000,20.233333333299999,46.794133330000001,-117.444416700000005,4000.000000000000000,0,2500.000000000000000,2000.000000000000000,900.824960443000009
2037,1391,1392,121,155,4,-1500.000000000000000,0,2014_1,1.000000000000000,20.233333333299999,46.794133330000001,-117.444416700000005,4000.000000000000000,0,2500.000000000000000,2000.000000000000000,900.824923482000031
2038,1392,1393,152,155,4,-1500.000000000000000,0,2014_1,1.000000000000000,20.233333333299999,46.794133330000001,-117.444416700000005,4000.000000000000000,0,2500.000000000000000,2000.000000000000000,900.824886609000032
2039,1393,1394,121,155,4,-1500.000000000000000,0,2014_1,1.000000000000000,20.233333333299999,46.794133330000001,-117.444416700000005,4000.000000000000000,0,2500.000000000000000,2000.000000000000000,4073.662090759999955
2040,1393,1394,121,186,5,-1000.000000000000000,0,2014_1,1.000000000000000,20.233333333299999,46.794133330000001,-117.444416700000005,4000.000000000000000,0,3000.000000000000000,2500.000000000000000,1331.227187389999926
2041,1394,1395,37,186,5,-1000.000000000000000,0,2014_1,1.000000000000000,20.233333333299999,46.794133330000001,-117.444416700000005,4000.000000000000000,0,3000.000000000000000,2500.000000000000000,900.824702064999997
2042,1395,1396,121,159,4,-1500.000000000000000,4,2014_9,9.000000000000000,20.233333333299999,46.782366670000002,-117.082516699999999,4000.000000000000000,4,2500.000000000000000,2000.000000000000000,900.800884530999951
2043,1396,1397,23,4,-1,0.000000000000000,4,2014_9,9.000000000000000,20.233333333299999,46.782366670000002,-117.082516699999999,4000.000000000000000,4,4000.000000000000000,3500.000000000000000,10135.901550799999313
2044,1396,1397,23,190,5,-1000.000000000000000,4,2014_9,9.000000000000000,20.233333333299999,46.782366670000002,-117.082516699999999,4000.000000000000000,4,3000.000000000000000,2500.000000000000000,15306.381708299999445
2045,1396,1397,23,221,6,-500.000000000000000,4,2014_9,9.000000000000000,20.233333333299999,46.782366670000002,-117.082516699999999,4000.000000000000000,4,3500.000000000000000,3000.000000000000000,17794.967707600000722
2046,1397,1398,176,0,-1,0.000000000000000,0,2014_1,1.000000000000000,20.233333333299999,46.794133330000001,-117.444416700000005,4000.000000000000000,0,4000.000000000000000,3500.000000000000000,7134.734891899999639
2047,1398,1399,24,0,-1,0.000000000000000,0,2014_1,1.000000000000000,20.233333333299999,46.794133330000001,-117.444416700000005,4000.000000000000000,0,4000.000000000000000,3500.000000000000000,2814.178839919999973
2048,1398,1399,24,217,6,-500.000000000000000,0,2014_1,1.000000000000000,20.233333333299999,46.794133330000001,-117.444416700000005,4000.000000000000000,0,3500.000000000000000,3000.000000000000000,5293.222505820000151
2049,1399,1400,24,155,4,-1500.000000000000000,0,2014_1,1.000000000000000,20.233333333299999,46.794133330000001,-117.444416700000005,4000.000000000000000,0,2500.000000000000000,2000.000000000000000,2702.497121500000048
2050,1400,1401,121,124,3,-2000.000000000000000,0,2014_1,1.000000000000000,20.233333333299999,46.794133330000001,-117.444416700000005,4000.000000000000000,0,2000.000000000000000,1500.000000000000000,5.177664859650000
2051,1400,1401,121,155,4,-1500.000000000000000,0,2014_1,1.000000000000000,20.233333333299999,46.794133330000001,-117.444416700000005,4000.000000000000000,0,2500.000000000000000,2000.000000000000000,2697.314421269999912
2052,1401,1402,24,155,4,-1500.000000000000000,0,2014_1,1.000000000000000,20.233333333299999,46.794133330000001,-117.444416700000005,4000.000000000000000,0,2500.000000000000000,2000.000000000000000,900.830791706000014
2053,1402,1403,121,155,4,-1500.000000000000000,0,2014_1,1.000000000000000,20.233333333299999,46.794133330000001,-117.444416700000005,4000.000000000000000,0,2500.000000000000000,2000.000000000000000,4504.151932300000226
2054,1403,1404,121,186,5,-1000.000000000000000,0,2014_1,1.000000000000000,20.233333333299999,46.794133330000001,-117.444416700000005,4000.000000000000000,0,3000.000000000000000,2500.000000000000000,900.830161754999949
2055,1404,1405,24,159,4,-1500.000000000000000,4,2014_9,9.000000000000000,20.233333333299999,46.782366670000002,-117.082516699999999,4000.000000000000000,4,2500.000000000000000,2000.000000000000000,900.806283699000005
2056,1405,1406,23,159,4,-1500.000000000000000,4,2014_9,9.000000000000000,20.233333333299999,46.782366670000002,-117.082516699999999,4000.000000000000000,4,2500.000000000000000,2000.000000000000000,1801.612546710000061
2057,1406,1407,23,0,-1,0.000000000000000,0,2014_1,1.000000000000000,20.233333333299999,46.794133330000001,-117.444416700000005,4000.000000000000000,0,4000.000000000000000,3500.000000000000000,4495.888017029999901
2058,1407,1408,121,155,4,-1500.000000000000000,0,2014_1,1.000000000000000,20.233333333299999,46.794133330000001,-117.444416700000005,4000.000000000000000,0,2500.000000000000000,2000.000000000000000,900.836740451999958
2059,1408,1409,24,155,4,-1500.000000000000000,0,2014_1,1.000000000000000,20.233333333299999,46.794133330000001,-117.444416700000005,4000.000000000000000,0,2500.000000000000000,2000.000000000000000,7206.679322019999745
2060,1409,1410,121,155,4,-1500.000000000000000,0,2014_1,1.000000000000000,20.233333333299999,46.794133330000001,-117.444416700000005,4000.000000000000000,0,2500.000000000000000,2000.000000000000000,900.836552195999957
2061,1410,1411,121,155,4,-1500.000000000000000,0,2014_1,1.000000000000000,20.233333333299999,46.794133330000001,-117.444416700000005,4000.000000000000000,0,2500.000000000000000,2000.000000000000000,900.836439580000047
2062,1411,1412,24,155,4,-1500.000000000000000,0,2014_1,1.000000000000000,20.233333333299999,46.794133330000001,-117.444416700000005,4000.000000000000000,0,2500.000000000000000,2000.000000000000000,1801.672766789999969
2063,1412,1413,24,155,4,-1500.000000000000000,0,2014_1,1.000000000000000,20.233333333299999,46.794133330000001,-117.444416700000005,4000.000000000000000,0,2500.000000000000000,2000.000000000000000,900.836215088000017
2064,1413,1414,121,155,4,-1500.000000000000000,0,2014_1,1.000000000000000,20.233333333299999,46.794133330000001,-117.444416700000005,4000.000000000000000,0,2500.000000000000000,2000.000000000000000,900.836177560000010
2065,1414,1415,24,155,4,-1500.000000000000000,0,2014_1,1.000000000000000,20.233333333299999,46.794133330000001,-117.444416700000005,4000.000000000000000,0,2500.000000000000000,2000.000000000000000,900.836028758999987
2066,1415,1416,23,155,4,-1500.000000000000000,0,2014_1,1.000000000000000,20.233333333299999,46.794133330000001,-117.444416700000005,4000.000000000000000,0,2500.000000000000000,2000.000000000000000,1685.987157510000088
2067,1415,1416,23,186,5,-1000.000000000000000,0,2014_1,1.000000000000000,20.233333333299999,46.794133330000001,-117.444416700000005,4000.000000000000000,0,3000.000000000000000,2500.000000000000000,49505.460184000003210
2068,1415,1416,23,217,6,-500.000000000000000,0,2014_1,1.000000000000000,20.233333333299999,46.794133330000001,-117.444416700000005,4000.000000000000000,0,3500.000000000000000,3000.000000000000000,154.545757261999995
2069,1416,1417,24,159,4,-1500.000000000000000,4,2014_9,9.000000000000000,20.233333333299999,46.782366670000002,-117.082516699999999,4000.000000000000000,4,2500.000000000000000,2000.000000000000000,900.811718295999981
2070,1417,1418,23,4,-1,0.000000000000000,4,2014_9,9.000000000000000,20.233333333299999,46.782366670000002,-117.082516699999999,4000.000000000000000,4,4000.000000000000000,3500.000000000000000,2702.434294029999819
2071,1418,1419,21,0,-1,0.000000000000000,0,2014_1,1.000000000000000,20.233333333299999,46.794133330000001,-117.444416700000005,4000.000000000000000,0,4000.000000000000000,3500.000000000000000,900.843077743999970
2072,1419,1420,121,155,4,-1500.000000000000000,0,2014_1,1.000000000000000,20.233333333299999,46.794133330000001,-117.444416700000005,4000.000000000000000,0,2500.000000000000000,2000.000000000000000,900.841975562000016
2073,1420,1421,176,155,4,-1500.000000000000000,0,2014_1,1.000000000000000,20.233333333299999,46.794133330000001,-117.444416700000005,4000.000000000000000,0,2500.000000000000000,2000.000000000000000,1165.514224210000066
2074,1420,1421,176,186,5,-1000.000000000000000,0,2014_1,1.000000000000000,20.233333333299999,46.794133330000001,-117.444416700000005,4000.000000000000000,0,3000.000000000000000,2500.000000000000000,636.162768456999970
2075,1421,1422,152,155,4,-1500.000000000000000,0,2014_1,1.000000000000000,20.233333333299999,46.794133330000001,-117.444416700000005,4000.000000000000000,0,2500.000000000000000,2000.000000000000000,23.675052544300002
2076,1421,1422,152,186,5,-1000.000000000000000,0,2014_1,1.000000000000000,20.233333333299999,46.794133330000001,-117.444416700000005,4000.000000000000000,0,3000.000000000000000,2500.000000000000000,1778.006397899999911
2077,1422,1423,121,155,4,-1500.000000000000000,0,2014_1,1.000000000000000,20.233333333299999,46.794133330000001,-117.444416700000005,4000.000000000000000,0,2500.000000000000000,2000.000000000000000,5183.709103160000268
2078,1422,1423,121,186,5,-1000.000000000000000,0,2014_1,1.000000000000000,20.233333333299999,46.794133330000001,-117.444416700000005,4000.000000000000000,0,3000.000000000000000,2500.000000000000000,2022.973295360000066
2079,1423,1424,121,186,5,-1000.000000000000000,0,2014_1,1.000000000000000,20.233333333299999,46.794133330000001,-117.444416700000005,4000.000000000000000,0,3000.000000000000000,2500.000000000000000,1801.681903440000042
2080,1424,1425,176,155,4,-1500.000000000000000,0,2014_1,1.000000000000000,20.233333333299999,46.794133330000001,-117.444416700000005,4000.000000000000000,0,2500.000000000000000,2000.000000000000000,11826.000348499999745
2081,1424,1425,176,186,5,-1000.000000000000000,0,2014_1,1.000000000000000,20.233333333299999,46.794133330000001,-117.444416700000005,4000.000000000000000,0,3000.000000000000000,2500.000000000000000,10694.640027600000394
2082,1425,1426,152,186,5,-1000.000000000000000,0,2014_1,1.000000000000000,20.233333333299999,46.794133330000001,-117.444416700000005,4000.000000000000000,0,3000.000000000000000,2500.000000000000000,900.840859427000055
2083,1426,1427,24,186,5,-1000.000000000000000,0,2014_1,1.000000000000000,20.233333333299999,46.794133330000001,-117.444416700000005,4000.000000000000000,0,3000.000000000000000,2500.000000000000000,1217.772766260000026
2084,1426,1427,24,217,6,-500.000000000000000,0,2014_1,1.000000000000000,20.233333333299999,46.794133330000001,-117.444416700000005,4000.000000000000000,0,3500.000000000000000,3000.000000000000000,583.909776573000045
2085,1427,1428,23,217,6,-500.000000000000000,0,2014_1,1.000000000000000,20.233333333299999,46.794133330000001,-117.444416700000005,4000.000000000000000,0,3500.000000000000000,3000.000000000000000,1801.681095939999977
2086,1428,1429,23,0,-1,0.000000000000000,0,2014_1,1.000000000000000,20.233333333299999,46.794133330000001,-117.444416700000005,4000.000000000000000,0,4000.000000000000000,3500.000000000000000,28406.721181600001728
2087,1429,1430,121,128,3,-2000.000000000000000,4,2014_9,9.000000000000000,20.233333333299999,46.782366670000002,-117.082516699999999,4000.000000000000000,4,2000.000000000000000,1500.000000000000000,448.829570337000007
2088,1429,1430,121,159,4,-1500.000000000000000,4,2014_9,9.000000000000000,20.233333333299999,46.782366670000002,-117.082516699999999,4000.000000000000000,4,2500.000000000000000,2000.000000000000000,2253.610813990000224
2089,1430,1431,152,186,5,-1000.000000000000000,0,2014_1,1.000000000000000,20.233333333299999,46.794133330000001,-117.444416700000005,4000.000000000000000,0,3000.000000000000000,2500.000000000000000,1801.687473689999933
2090,1431,1432,23,217,6,-500.000000000000000,0,2014_1,1.000000000000000,20.233333333299999,46.794133330000001,-117.444416700000005,4000.000000000000000,0,3500.000000000000000,3000.000000000000000,900.845988533999957
2091,1432,1433,121,128,3,-2000.000000000000000,4,2014_9,9.000000000000000,20.233333333299999,46.782366670000002,-117.082516699999999,4000.000000000000000,4,2000.000000000000000,1500.000000000000000,900.822446652000053
2092,1433,1434,152,186,5,-1000.000000000000000,0,2014_1,1.000000000000000,20.233333333299999,46.794133330000001,-117.444416700000005,4000.000000000000000,0,3000.000000000000000,2500.000000000000000,900.851888991000010
2093,1434,1435,122,186,5,-1000.000000000000000,0,2014_1,1.000000000000000,20.233333333299999,46.794133330000001,-117.444416700000005,4000.000000000000000,0,3000.000000000000000,2500.000000000000000,1801.698318609999887
2094,1435,1436,24,128,3,-2000.000000000000000,4,2014_9,9.000000000000000,20.233333333299999,46.782366670000002,-117.082516699999999,4000.000000000000000,4,2000.000000000000000,1500.000000000000000,3554.368590829999903
2095,1435,1436,24,159,4,-1500.000000000000000,4,2014_9,9.000000000000000,20.233333333299999,46.782366670000002,-117.082516699999999,4000.000000000000000,4,2500.000000000000000,2000.000000000000000,3652.178472399999919
2096,1436,1437,23,128,3,-2000.000000000000000,4,2014_9,9.000000000000000,20.233333333299999,46.782366670000002,-117.082516699999999,4000.000000000000000,4,2000.000000000000000,1500.000000000000000,900.827831653999965
2097,1437,1438,121,0,-1,0.000000000000000,0,2014_1,1.000000000000000,20.233333333299999,46.794133330000001,-117.444416700000005,4000.000000000000000,0,4000.000000000000000,3500.000000000000000,705.000139362000027
2098,1438,1439,24,128,3,-2000.000000000000000,4,2014_9,9.000000000000000,20.233333333299999,46.782366670000002,-117.082516699999999,4000.000000000000000,4,2000.000000000000000,1500.000000000000000,3597.032544300000154
2099,1438,1439,24,159,4,-1500.000000000000000,4,2014_9,9.000000000000000,20.233333333299999,46.782366670000002,-117.082516699999999,4000.000000000000000,4,2500.000000000000000,2000.000000000000000,6.278812987360000
2100,1439,1440,24,128,3,-2000.000000000000000,4,2014_9,9.000000000000000,20.233333333299999,46.782366670000002,-117.082516699999999,4000.000000000000000,4,2000.000000000000000,1500.000000000000000,1801.667751550000048
2101,1440,1441,23,128,3,-2000.000000000000000,4,2014_9,9.000000000000000,20.233333333299999,46.782366670000002,-117.082516699999999,4000.000000000000000,4,2000.000000000000000,1500.000000000000000,900.833224158000007
2102,1441,1442,23,221,6,-500.000000000000000,4,2014_9,9.000000000000000,20.233333333299999,46.782366670000002,-117.082516699999999,4000.000000000000000,4,3500.000000000000000,3000.000000000000000,1801.665998409999929
2103,1442,1443,23,4,-1,0.000000000000000,4,2014_9,9.000000000000000,20.233333333299999,46.782366670000002,-117.082516699999999,4000.000000000000000,4,4000.000000000000000,3500.000000000000000,756.313025553999978
2104,1443,1444,121,186,5,-1000.000000000000000,0,2014_1,1.000000000000000,20.233333333299999,46.794133330000001,-117.444416700000005,4000.000000000000000,0,3000.000000000000000,2500.000000000000000,1776.662953799999968
2105,1443,1444,121,217,6,-500.000000000000000,0,2014_1,1.000000000000000,20.233333333299999,46.794133330000001,-117.444416700000005,4000.000000000000000,0,3500.000000000000000,3000.000000000000000,925.914184421999948
2106,1444,1445,121,97,2,-2500.000000000000000,4,2014_9,9.000000000000000,20.233333333299999,46.782366670000002,-117.082516699999999,4000.000000000000000,4,1500.000000000000000,1000.000000000000000,135.946876690000011
2107,1444,1445,121,128,3,-2000.000000000000000,4,2014_9,9.000000000000000,20.233333333299999,46.782366670000002,-117.082516699999999,4000.000000000000000,4,2000.000000000000000,1500.000000000000000,764.891739492000056
2108,1445,1446,23,190,5,-1000.000000000000000,4,2014_9,9.000000000000000,20.233333333299999,46.782366670000002,-117.082516699999999,4000.000000000000000,4,3000.000000000000000,2500.000000000000000,1622.558185979999962
2109,1445,1446,23,221,6,-500.000000000000000,4,2014_9,9.000000000000000,20.233333333299999,46.782366670000002,-117.082516699999999,4000.000000000000000,4,3500.000000000000000,3000.000000000000000,179.117524581999987
2110,1446,1447,23,4,-1,0.000000000000000,4,2014_9,9.000000000000000,20.233333333299999,46.782366670000002,-117.082516699999999,4000.000000000000000,4,4000.000000000000000,3500.000000000000000,1801.676650950000067
2111,1447,1448,121,217,6,-500.000000000000000,0,2014_1,1.000000000000000,20.233333333299999,46.794133330000001,-117.444416700000005,4000.000000000000000,0,3500.000000000000000,3000.000000000000000,900.868046175000018
2112,1448,1449,24,0,-1,0.000000000000000,0,2014_1,1.000000000000000,20.233333333299999,46.794133330000001,-117.444416700000005,4000.000000000000000,0,4000.000000000000000,3500.000000000000000,102697.788325000001350
2113,1448,1449,24,186,5,-1000.000000000000000,0,2014_1,1.000000000000000,20.233333333299999,46.794133330000001,-117.444416700000005,4000.000000000000000,0,3000.000000000000000,2500.000000000000000,22443.102386099999421
2114,1448,1449,24,217,6,-500.000000000000000,0,2014_1,1.000000000000000,20.233333333299999,46.794133330000001,-117.444416700000005,4000.000000000000000,0,3500.000000000000000,3000.000000000000000,133313.426311999995960
2115,1449,1450,59,221,6,-500.000000000000000,4,2014_9,9.000000000000000,20.233333333299999,46.782366670000002,-117.082516699999999,4000.000000000000000,4,3500.000000000000000,3000.000000000000000,900.844263920999992
2116,1450,1451,24,0,-1,0.000000000000000,0,2014_1,1.000000000000000,20.233333333299999,46.794133330000001,-117.444416700000005,4000.000000000000000,0,4000.000000000000000,3500.000000000000000,40909.675093500001822
2117,1450,1451,24,155,4,-1500.000000000000000,0,2014_1,1.000000000000000,20.233333333299999,46.794133330000001,-117.444416700000005,4000.000000000000000,0,2500.000000000000000,2000.000000000000000,2571.565594959999999
2118,1450,1451,24,186,5,-1000.000000000000000,0,2014_1,1.000000000000000,20.233333333299999,46.794133330000001,-117.444416700000005,4000.000000000000000,0,3000.000000000000000,2500.000000000000000,18084.869158299999981
2119,1450,1451,24,217,6,-500.000000000000000,0,2014_1,1.000000000000000,20.233333333299999,46.794133330000001,-117.444416700000005,4000.000000000000000,0,3500.000000000000000,3000.000000000000000,30706.700202899999567
2120,1451,1452,122,217,6,-500.000000000000000,0,2014_1,1.000000000000000,20.233333333299999,46.794133330000001,-117.444416700000005,4000.000000000000000,0,3500.000000000000000,3000.000000000000000,900.873431758000038
2121,1452,1453,24,0,-1,0.000000000000000,0,2014_1,1.000000000000000,20.233333333299999,46.794133330000001,-117.444416700000005,4000.000000000000000,0,4000.000000000000000,3500.000000000000000,1618.318304420000004
2122,1453,1454,53,4,-1,0.000000000000000,4,2014_9,9.000000000000000,20.233333333299999,46.782366670000002,-117.082516699999999,4000.000000000000000,4,4000.000000000000000,3500.000000000000000,1801.699354180000000
2123,1454,1455,24,221,6,-500.000000000000000,4,2014_9,9.000000000000000,20.233333333299999,46.782366670000002,-117.082516699999999,4000.000000000000000,4,3500.000000000000000,3000.000000000000000,900.849649083000031
2124,1455,1456,53,128,3,-2000.000000000000000,4,2014_9,9.000000000000000,20.233333333299999,46.782366670000002,-117.082516699999999,4000.000000000000000,4,2000.000000000000000,1500.000000000000000,4.174504533870000
2125,1455,1456,53,159,4,-1500.000000000000000,4,2014_9,9.000000000000000,20.233333333299999,46.782366670000002,-117.082516699999999,4000.000000000000000,4,2500.000000000000000,2000.000000000000000,896.675063264999949
2126,1456,1457,23,97,2,-2500.000000000000000,4,2014_9,9.000000000000000,20.233333333299999,46.782366670000002,-117.082516699999999,4000.000000000000000,4,1500.000000000000000,1000.000000000000000,4382.777587139999923
2127,1456,1457,23,128,3,-2000.000000000000000,4,2014_9,9.000000000000000,20.233333333299999,46.782366670000002,-117.082516699999999,4000.000000000000000,4,2000.000000000000000,1500.000000000000000,18960.999438099999679
2128,1456,1457,23,159,4,-1500.000000000000000,4,2014_9,9.000000000000000,20.233333333299999,46.782366670000002,-117.082516699999999,4000.000000000000000,4,2500.000000000000000,2000.000000000000000,21994.844455999998900
2129,1456,1457,23,190,5,-1000.000000000000000,4,2014_9,9.000000000000000,20.233333333299999,46.782366670000002,-117.082516699999999,4000.000000000000000,4,3000.000000000000000,2500.000000000000000,603.322795071999963
2130,1457,1458,121,97,2,-2500.000000000000000,4,2014_9,9.000000000000000,20.233333333299999,46.782366670000002,-117.082516699999999,4000.000000000000000,4,1500.000000000000000,1000.000000000000000,900.849386662000029
2131,1458,1459,23,128,3,-2000.000000000000000,4,2014_9,9.000000000000000,20.233333333299999,46.782366670000002,-117.082516699999999,4000.000000000000000,4,2000.000000000000000,1500.000000000000000,1801.698575619999929
2132,1459,1460,24,190,5,-1000.000000000000000,4,2014_9,9.000000000000000,20.233333333299999,46.782366670000002,-117.082516699999999,4000.000000000000000,4,3000.000000000000000,2500.000000000000000,2702.538013479999790
2133,1460,1461,24,4,-1,0.000000000000000,4,2014_9,9.000000000000000,20.233333333299999,46.782366670000002,-117.082516699999999,4000.000000000000000,4,4000.000000000000000,3500.000000000000000,42.698742783999997
2134,1460,1461,24,221,6,-500.000000000000000,4,2014_9,9.000000000000000,20.233333333299999,46.782366670000002,-117.082516699999999,4000.000000000000000,4,3500.000000000000000,3000.000000000000000,3560.695420170000034
2135,1461,1462,23,97,2,-2500.000000000000000,4,2014_9,9.000000000000000,20.233333333299999,46.782366670000002,-117.082516699999999,4000.000000000000000,4,1500.000000000000000,1000.000000000000000,900.854792989999964
2136,1462,1463,23,97,2,-2500.000000000000000,4,2014_9,9.000000000000000,20.233333333299999,46.782366670000002,-117.082516699999999,4000.000000000000000,4,1500.000000000000000,1000.000000000000000,900.854702965999991
2137,1463,1464,23,0,-1,0.000000000000000,0,2014_1,1.000000000000000,20.233333333299999,46.794133330000001,-117.444416700000005,4000.000000000000000,0,4000.000000000000000,3500.000000000000000,277.471233267999992
2138,1463,1464,23,217,6,-500.000000000000000,0,2014_1,1.000000000000000,20.233333333299999,46.794133330000001,-117.444416700000005,4000.000000000000000,0,3500.000000000000000,3000.000000000000000,623.414092211000025
2139,1464,1465,23,0,-1,0.000000000000000,0,2014_1,1.000000000000000,20.233333333299999,46.794133330000001,-117.444416700000005,4000.000000000000000,0,4000.000000000000000,3500.000000000000000,23457.789083399999072
2140,1464,1465,23,186,5,-1000.000000000000000,0,2014_1,1.000000000000000,20.233333333299999,46.794133330000001,-117.444416700000005,4000.000000000000000,0,3000.000000000000000,2500.000000000000000,74.591760607200001
