"","ring","SiteID","21","23","53","42","24","31","52","122","121","37","176","43","36","152","142","61","59","205","195","28","141","35","68","123","124","58","1","190","71","131","33","38","111","242","57","49","12","206","69","34"
"1","4000","2013_1","0.108036134053492","0.185211160838736","0.00900375725071394","0.150493029099313","0.384151067900729","0","0.00385693439768233","0.00676023692760717","0.0127179213975351","0.00320448277219302","0.0111347703222725","0.00169289843648445","0.00856737007313257","0.00756843754104689","0","0.107468838067288","0","0.000132960921773442",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","3500","2013_1","0.119161488641354","0.175256126549039","0.0214839563324886","0.144956569674129","0.335645464338488","0.000950679657409494","0","0.00458993657103734","0.0150530152910583","0.00354447638676266","0.00981013291179434","0","0.00796196295073213","0.0056036890774829","0","0.154229902842494","0.000950975303967754","0.000801623471763009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","3000","2013_1","0.12204314573531","0.209344126658205","0.00535660108562587","0.100810046680592","0.427979251552558","0","0.00224708788124457","0.0136794386168914","0.0263414558165617","0.00616369899346849","0.033081830613655","0","0.0116768633162914","0.0110812126578478","0","0.0290714008008987","0.00112383959085003","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2500","2013_1","0.120709833027583","0.270137255434675","0.00274682674303745","0.0575242846985282","0.387040481065027","0","0.00274695814147661","0.00686758833436261","0.0580525244424372","0.00851908622636877","0.0394751436144075","0","0.0147351727546275","0.0207662656495244","0.00137341747924292","0.00930516238870114","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2000","2013_1","0.113193568755723","0.41521922864221","0.0123608100584181","0.136730955658951","0.220341958429156","0","0","0","0.0292658722241309","0.0133458358319054","0.0192736068108201","0.0035316660557269","0.0275245242134934","0.00552299288279133","0","0.00368898043667282","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","1500","2013_1","0.0395212322767291","0.484923327069582","0.00369274740542535","0.158985304573147","0.238902781736725","0","0.0181107131641664","0","0.00872699362370817","0.0126664078188415","0","0","0.0297650817858165","0","0","0.0047054105458589","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","1000","2013_1","0","0.448039726912515","0.0293076536609026","0.0551562671224205","0.350935967891994","0","0.00277560030108885","0","0.0331878001905998","0.0393525907071122","0","0","0.0284850632107626","0","0","0.012759330002604","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","500","2013_1","0","0.44072127785239","0.079026212775191","0.0218072138061176","0.386209471951813","0","0","0","0","0.00503156804825851","0","0","0.00540039545510175","0","0","0.0618038601111273","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","4000","2013_2","0","0.230458263748812",NA,NA,"0.488615407000163",NA,NA,NA,"0.0506225657316978","0","0",NA,NA,"0",NA,"0.230303763519328",NA,"0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","3500","2013_2","0","0.253658847996812",NA,NA,"0.465931613186977",NA,NA,NA,"0.0119226961439259","0","0",NA,NA,"0",NA,"0.268486842672285",NA,"0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","3000","2013_2","0","0.253725173473632",NA,NA,"0.458968558681632",NA,NA,NA,"0.0177502344402547","0.00111909407674501","0.00213977117045906",NA,NA,"0",NA,"0.26600923701269",NA,"0","0.000287931144586604","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2500","2013_2","0","0.213231355311124",NA,NA,"0.460165905592348",NA,NA,NA,"0.0302617662217619","0.00410581347753985","0.00519567700653376",NA,NA,"0.0116372082261979",NA,"0.27165949591123",NA,"0","0.0037427782532645","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2000","2013_2","0","0.328542027142943",NA,NA,"0.317992757931861",NA,NA,NA,"0.0593761471191052","0.0036251042913705","0.00575104952690447",NA,NA,"0.0110339478791965",NA,"0.268414531550366",NA,"0.000179379951973026","0.00508505460628045","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","1500","2013_2","0.0024567420893277","0.657865351523981",NA,NA,"0.04316079185245",NA,NA,NA,"0.0382033036833409","0.0145331878841715","0.00491333546035916",NA,NA,"0.0221493764681508",NA,"0.209347666869143",NA,"0.00220561015731343","0.00270790679367633","0.00245672721808615",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","1000","2013_2","0","0.912952343068684",NA,NA,"0.0517243613118892",NA,NA,NA,"0","3.37478713669467e-05","0.00818884284910327",NA,NA,"0.0170750816757498",NA,"0.0100256232232071",NA,"0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","500","2013_2","0","0.938735424337656",NA,NA,"0.0612645756623437",NA,NA,NA,"0","0","0",NA,NA,"0",NA,"0",NA,"0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","4000","2013_3","0","0.230458263748812",NA,NA,"0.488615407000163",NA,NA,NA,"0.0506225657316978","0","0",NA,NA,"0",NA,"0.230303763519328",NA,"0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","3500","2013_3","0","0.253658847996812",NA,NA,"0.465931613186977",NA,NA,NA,"0.0119226961439259","0","0",NA,NA,"0",NA,"0.268486842672285",NA,"0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","3000","2013_3","0","0.253725173473632",NA,NA,"0.458968558681632",NA,NA,NA,"0.0177502344402547","0.00111909407674501","0.00213977117045906",NA,NA,"0",NA,"0.26600923701269",NA,"0","0.000287931144586604","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2500","2013_3","0","0.213231355311124",NA,NA,"0.460165905592348",NA,NA,NA,"0.0302617662217619","0.00410581347753985","0.00519567700653376",NA,NA,"0.0116372082261979",NA,"0.27165949591123",NA,"0","0.0037427782532645","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2000","2013_3","0","0.328542027142943",NA,NA,"0.317992757931861",NA,NA,NA,"0.0593761471191052","0.0036251042913705","0.00575104952690447",NA,NA,"0.0110339478791965",NA,"0.268414531550366",NA,"0.000179379951973026","0.00508505460628045","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","1500","2013_3","0.0024567420893277","0.657865351523981",NA,NA,"0.04316079185245",NA,NA,NA,"0.0382033036833409","0.0145331878841715","0.00491333546035916",NA,NA,"0.0221493764681508",NA,"0.209347666869143",NA,"0.00220561015731343","0.00270790679367633","0.00245672721808615",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","1000","2013_3","0","0.912952343068684",NA,NA,"0.0517243613118892",NA,NA,NA,"0","3.37478713669467e-05","0.00818884284910327",NA,NA,"0.0170750816757498",NA,"0.0100256232232071",NA,"0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","500","2013_3","0","0.938735424337656",NA,NA,"0.0612645756623437",NA,NA,NA,"0","0","0",NA,NA,"0",NA,"0",NA,"0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","4000","2013_4","0","0.230458263748812",NA,NA,"0.488615407000163",NA,NA,NA,"0.0506225657316978","0","0",NA,NA,"0",NA,"0.230303763519328",NA,"0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
