"","ringfinal","SiteID","23","62","24","121","52","42","21","53","28","152","61","171","122","195","59","36","141","37","181","68","123","142","124","205","31","49","12","43","57","1","206","66","69","32","207","41","190","44","131","111","6","34"
"1","4000","2011_2","0.262967741472556","0.0412924119161837","0.513515802593491","0.00959031117109477","0.00360523854723634","0.117954175073238","0.0120862557123985","0.0157600184895812","0","0.00173187475803502","0.0180376712137992","0.00160740362401888","0.00185109542836778",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","3500","2011_2","0.235044621314014","0.0313247484810274","0.482279512625367","0.00685767754340717","0.00548290569824051","0.162143422013195","0.0162024482740699","0.012572416277635","0.000923435385006515","0","0.0394854564273055","0.000878895864799987","0.00680446009593223",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","3000","2011_2","0.3122841095793","0.0362211906539917","0.373076449820589","0.0268080729301238","0.00388924039268728","0.156925653645363","0.0210187021467147","0.0119319398072455","0.00289983101764894","0","0.040100278460991","0.00483322255173186","0.0100113089936136",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2500","2011_2","0.30321856719364","0.0817126848694385","0.373278772043381","0.0425253057084682","0.00403757354850849","0.106485393407919","0.0242412496342933","0.0166874632105829","0","0","0.0451633245468843","0.000259054743960747","0.00239061109292438",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2000","2011_2","0.256757657777658","0.0441815709978674","0.404964127762287","0.0309170431316199","0.00320287946272639","0.0579717447440875","0.0738254754899027","0.0325814109833078","0","0.00307364283381068","0.0762872277981123","0.00307364283381068","0.0131635761848096",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","1500","2011_2","0.306683761957466","0.017812330663822","0.461261917655792","0.00805411145820016","0.0096629759517517","0.0071677010158957","0.106546731535477","0.0133673986010296","0","0","0.0663565779825969","0","0.00308649317796872",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","1000","2011_2","0.298272664395259","0.0536322721850023","0.402815927071715","0.0215186638139548","0.0219753513027728","0","0.0987320293096512","0.00717183327950609","0","0.0071718332785912","0.0887094253635476","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","500","2011_2","0.461750961761725","0.0694921237327356","0.278950509501232","0.0430215077361809","0.0175769041533615","0","0.0113459687746775","0","0","0","0.117862024340088","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","4000","2011_3","0.246232192408734","0","0.503230156458641","0.0161676626800425",NA,NA,NA,NA,NA,"0","0.234369988452583",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","3500","2011_3","0.265251185340643","0","0.465890608550015","0.00665685888902583",NA,NA,NA,NA,NA,"0","0.262201347220316",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","3000","2011_3","0.255978008551925","0.00149924243717411","0.465262134522034","0.00750487534151073",NA,NA,NA,NA,NA,"0.00398351192869478","0.265772227218662",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2500","2011_3","0.231111847104969","0.0108905946916909","0.452969569835173","0.0148287624313355",NA,NA,NA,NA,NA,"0.0142539182650181","0.275945307671814",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2000","2011_3","0.38698942755436","0.00554086936082405","0.298435813344552","0.0318630842724987",NA,NA,NA,NA,NA,"0.00614656770047818","0.264888498143947",NA,NA,"0.00613573962334016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","1500","2011_3","0.768352282127718","0.0123673529866038","0.0663697563393436","0.0153058478093012",NA,NA,NA,NA,NA,"0","0.137589601430565",NA,NA,"0.0000151593064684933",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","1000","2011_3","0.91605498398066","0","0.0821783765310309","0",NA,NA,NA,NA,NA,"0","0.00176663948830869",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","500","2011_3","0.990096537462956","0","0.00990346253704391","0",NA,NA,NA,NA,NA,"0","0",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","4000","2011_7","0.0106126150171229","0.419831820789287","0.508430615292241","0.0124807079573943",NA,NA,NA,NA,NA,"0.0457742493429931","0.00286999160096269","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
