"","ringfinal","SiteID","23","42","24","21","121","122","53","36","61","152","176","28","31","37","142","59","52","123","195","35","124","34","58","205","68","220","190","141","32","143","66","38","27","69","43","14","49","6","1","57","44","12","39"
"1","4000","2014_1","0.367618898880342","0.194458644037442","0.338973272307589","0.0227304629456111","0.0126712564444125","0.00591440303038597","0.00898489125115388","0","0.0286596253183614","0.00127674056294921","0.0178304440090841","0.000881361212669071","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","3500","2014_1","0.332092521149525","0.179187413184541","0.395594484261083","0.014154165018874","0.0177481283717217","0.00190158600246692","0.00701541025407336","0.00285216129401194","0.0365176414324199","0","0.00917310231929312","0.00376338671199072","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","3000","2014_1","0.470730539129583","0.163932735813197","0.186453416490313","0.0035326168607393","0.0383247178617202","0.00674329764863869","0.00000924919625901401","0","0.0817569644855583","0.0145809956229454","0.0316876932944516","0.00112384445410047","0","0.00112392914249536",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2500","2014_1","0.415739902621937","0.149375732411167","0.148865672925299","0.00412143356956947","0.0609479441874675","0.00549604160606838","0.00273634091829948","0.00274772564859502","0.13981513149277","0.0108535913168633","0.0579265136989603","0","0.00137396960300346","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2000","2014_1","0.439871695956475","0.143755380459533","0.216369055109668","0.00644989453598346","0.0362185599676092","0","0.00176723286794245","0.00883604252744958","0.119348955125709","0.00552634718034965","0.0218568362692805","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","1500","2014_1","0.486579522087398","0.102590974840062","0.252274859132011","0.0107705974478055","0.0144315347345449","0","0","0.00247600899603769","0.128400450074412","0","0","0","0.00247605268772919","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","1000","2014_1","0.508081432198665","0","0.132014885881805","0","0.0361364353286929","0","0","0","0.323767246590837","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","500","2014_1","0.453705177754181","0","0.0012657353242896","0","0","0","0","0","0.545029086921529","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","4000","2014_4","0.115532455643047","0.0990945556199701","0.520359113922865","0.00223478826049198","0.0183802574481429",NA,"0.00502132853593793","0.0042305999706305","0.050661055632651","0.0118082452469046","0.162668806867711",NA,"0.00145254489405951","0.00418023565698955","0.00437601230059855",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","3500","2014_4","0.209031212970197","0","0.674671311637094","0.0036852119719784","0.00461988398455428",NA,"0","0","0.090373939043263","0.000000696637705078465","0.017617743755208",NA,"0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","3000","2014_4","0.248165668575856","0","0.599217667668074","0.00987154697865836","0.00460216007931629",NA,"0","0.000307880064756155","0.0952429939471107","0.0236159546088918","0.0178515263994217",NA,"0","0.00112460167791536","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2500","2014_4","0.17998385939569","0","0.589736282508278","0.000557345568516972","0.0096049428001081",NA,"0","0.00374861539631431","0.216368954331094","0","0",NA,"0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2000","2014_4","0.199377788849229","0","0.345168174542712","0.0165029681222089","0.0156955348610988",NA,"0","0.0017686033484231","0.421486930276328","0","0",NA,"0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","1500","2014_4","0.1786408549343","0","0.38875842129571","0.00879815821861957","0.0242382847756289",NA,"0","0","0.399564280775741","0","0",NA,"0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","1000","2014_4","0.281048997714679","0","0.270126862608632","0.162858141395161","0.0318092208740146",NA,"0.00413701399285859","0","0.250019763414654","0","0",NA,"0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","500","2014_4","0.14135693719285","0","0.474822473410515","0.320927934796412","0",NA,"0","0","0.0628926546002226","0","0",NA,"0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","4000","2014_6","0",NA,"0.454645382990656",NA,"0.0177962242372936",NA,NA,NA,"0.315087586533145","0.212470806238905",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","3500","2014_6","0.000801666975957453",NA,"0.42980946550282",NA,"0.0391580296604039",NA,NA,NA,"0.297361331154026","0.232869506706792",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","3000","2014_6","0.00130789712935028",NA,"0.435799354891261",NA,"0.00892153710419164",NA,NA,NA,"0.485027948503271","0.0689432623719264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2500","2014_6","0.00275230561402635",NA,"0.359463498974125",NA,"0.00943368792965832",NA,NA,NA,"0.623911403920003","0.00443910356218791",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2000","2014_6","0.00000662854986995481",NA,"0.294811316081896",NA,"0.012865696491088",NA,NA,NA,"0.692316358877146","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","1500","2014_6","0",NA,"0.31702893184879",NA,"0.024963792873915",NA,NA,NA,"0.658007275277295","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","1000","2014_6","0",NA,"0.310185600879807",NA,"0.0445574360868195",NA,NA,NA,"0.587900982996881","0.057355980036492",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","500","2014_6","0",NA,"0.194778618905043",NA,"0.107817715253674",NA,NA,NA,"0.61990266119778","0.0775010046435023",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","4000","2014_8",NA,NA,NA,NA,"0.00790467354996384",NA,NA,NA,"0.55368606604098","0.438409260409057",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
