FID,FID_Sweep1,FID_Swee_1,distance,FID_Swee_2,Identifier,Identifi_1,Identifi_2,Latitude,Longitude,BUFF_DIST,ORIG_FID,ToBufDist,FromBufDst,FID_sweep_,ID,GRIDCODE,F_AREA
0,0,-1,0.000000000000000,0,2013_1,1.000000000000000,20.216666666700000,46.794133330000001,-117.444416700000005,4000.000000000000000,0,4000.000000000000000,3500.000000000000000,1558,1559,21,900.559219686999995
1,0,-1,0.000000000000000,0,2013_1,1.000000000000000,20.216666666700000,46.794133330000001,-117.444416700000005,4000.000000000000000,0,4000.000000000000000,3500.000000000000000,1559,1560,23,2701.676314650000222
2,0,-1,0.000000000000000,0,2013_1,1.000000000000000,20.216666666700000,46.794133330000001,-117.444416700000005,4000.000000000000000,0,4000.000000000000000,3500.000000000000000,1560,1561,53,900.564419441000041
3,0,-1,0.000000000000000,0,2013_1,1.000000000000000,20.216666666700000,46.794133330000001,-117.444416700000005,4000.000000000000000,0,4000.000000000000000,3500.000000000000000,1561,1562,42,2053.399168349999854
4,0,-1,0.000000000000000,0,2013_1,1.000000000000000,20.216666666700000,46.794133330000001,-117.444416700000005,4000.000000000000000,0,4000.000000000000000,3500.000000000000000,1562,1563,53,2701.700320060000195
5,0,-1,0.000000000000000,0,2013_1,1.000000000000000,20.216666666700000,46.794133330000001,-117.444416700000005,4000.000000000000000,0,4000.000000000000000,3500.000000000000000,1563,1564,21,900.569881548000012
6,0,-1,0.000000000000000,0,2013_1,1.000000000000000,20.216666666700000,46.794133330000001,-117.444416700000005,4000.000000000000000,0,4000.000000000000000,3500.000000000000000,1564,1565,53,900.569769428999962
7,0,-1,0.000000000000000,0,2013_1,1.000000000000000,20.216666666700000,46.794133330000001,-117.444416700000005,4000.000000000000000,0,4000.000000000000000,3500.000000000000000,1565,1566,23,900.569732229000010
8,0,-1,0.000000000000000,0,2013_1,1.000000000000000,20.216666666700000,46.794133330000001,-117.444416700000005,4000.000000000000000,0,4000.000000000000000,3500.000000000000000,1566,1567,23,900.575795554000024
9,0,-1,0.000000000000000,0,2013_1,1.000000000000000,20.216666666700000,46.794133330000001,-117.444416700000005,4000.000000000000000,0,4000.000000000000000,3500.000000000000000,1567,1568,53,722.357200005999971
10,0,-1,0.000000000000000,0,2013_1,1.000000000000000,20.216666666700000,46.794133330000001,-117.444416700000005,4000.000000000000000,0,4000.000000000000000,3500.000000000000000,1568,1569,21,2701.724464400000215
11,0,-1,0.000000000000000,0,2013_1,1.000000000000000,20.216666666700000,46.794133330000001,-117.444416700000005,4000.000000000000000,0,4000.000000000000000,3500.000000000000000,1569,1570,21,4502.859473440000329
12,0,-1,0.000000000000000,0,2013_1,1.000000000000000,20.216666666700000,46.794133330000001,-117.444416700000005,4000.000000000000000,0,4000.000000000000000,3500.000000000000000,1570,1571,53,466.271872422000001
13,0,-1,0.000000000000000,0,2013_1,1.000000000000000,20.216666666700000,46.794133330000001,-117.444416700000005,4000.000000000000000,0,4000.000000000000000,3500.000000000000000,1574,1575,24,607.735190894999960
14,0,-1,0.000000000000000,0,2013_1,1.000000000000000,20.216666666700000,46.794133330000001,-117.444416700000005,4000.000000000000000,0,4000.000000000000000,3500.000000000000000,1575,1576,21,536.728851005000024
15,0,-1,0.000000000000000,0,2013_1,1.000000000000000,20.216666666700000,46.794133330000001,-117.444416700000005,4000.000000000000000,0,4000.000000000000000,3500.000000000000000,1579,1580,42,875.425500953999972
16,0,-1,0.000000000000000,0,2013_1,1.000000000000000,20.216666666700000,46.794133330000001,-117.444416700000005,4000.000000000000000,0,4000.000000000000000,3500.000000000000000,1582,1583,21,6707.619054789999609
17,0,-1,0.000000000000000,0,2013_1,1.000000000000000,20.216666666700000,46.794133330000001,-117.444416700000005,4000.000000000000000,0,4000.000000000000000,3500.000000000000000,1583,1584,24,719.814406787000053
18,0,-1,0.000000000000000,0,2013_1,1.000000000000000,20.216666666700000,46.794133330000001,-117.444416700000005,4000.000000000000000,0,4000.000000000000000,3500.000000000000000,1584,1585,42,1622.751141030000099
19,0,-1,0.000000000000000,0,2013_1,1.000000000000000,20.216666666700000,46.794133330000001,-117.444416700000005,4000.000000000000000,0,4000.000000000000000,3500.000000000000000,1591,1592,122,1780.468984670000054
20,0,-1,0.000000000000000,0,2013_1,1.000000000000000,20.216666666700000,46.794133330000001,-117.444416700000005,4000.000000000000000,0,4000.000000000000000,3500.000000000000000,1592,1593,42,872.851362951000056
21,0,-1,0.000000000000000,0,2013_1,1.000000000000000,20.216666666700000,46.794133330000001,-117.444416700000005,4000.000000000000000,0,4000.000000000000000,3500.000000000000000,1596,1597,21,206.471968921000013
22,0,-1,0.000000000000000,0,2013_1,1.000000000000000,20.216666666700000,46.794133330000001,-117.444416700000005,4000.000000000000000,0,4000.000000000000000,3500.000000000000000,1597,1598,21,900.611758078999969
23,0,-1,0.000000000000000,0,2013_1,1.000000000000000,20.216666666700000,46.794133330000001,-117.444416700000005,4000.000000000000000,0,4000.000000000000000,3500.000000000000000,1598,1599,121,900.611612058999981
24,0,-1,0.000000000000000,0,2013_1,1.000000000000000,20.216666666700000,46.794133330000001,-117.444416700000005,4000.000000000000000,0,4000.000000000000000,3500.000000000000000,1599,1600,42,556.864408525000044
25,0,-1,0.000000000000000,0,2013_1,1.000000000000000,20.216666666700000,46.794133330000001,-117.444416700000005,4000.000000000000000,0,4000.000000000000000,3500.000000000000000,1600,1601,23,900.619577753000044
26,0,-1,0.000000000000000,0,2013_1,1.000000000000000,20.216666666700000,46.794133330000001,-117.444416700000005,4000.000000000000000,0,4000.000000000000000,3500.000000000000000,1605,1606,121,900.622422237000023
27,0,-1,0.000000000000000,0,2013_1,1.000000000000000,20.216666666700000,46.794133330000001,-117.444416700000005,4000.000000000000000,0,4000.000000000000000,3500.000000000000000,1606,1607,53,900.630428619999975
28,0,-1,0.000000000000000,0,2013_1,1.000000000000000,20.216666666700000,46.794133330000001,-117.444416700000005,4000.000000000000000,0,4000.000000000000000,3500.000000000000000,1608,1609,42,46507.770882700002403
29,0,-1,0.000000000000000,0,2013_1,1.000000000000000,20.216666666700000,46.794133330000001,-117.444416700000005,4000.000000000000000,0,4000.000000000000000,3500.000000000000000,1611,1612,122,900.627772643999947
30,0,-1,0.000000000000000,0,2013_1,1.000000000000000,20.216666666700000,46.794133330000001,-117.444416700000005,4000.000000000000000,0,4000.000000000000000,3500.000000000000000,1612,1613,53,900.635892130999991
